Time	Data
144.0000	864.0000
144.5000	867.0000
145.0000	870.0000
145.5000	873.0000
146.0000	876.0000
146.5000	879.0000
147.0000	882.0000
147.5000	885.0000
148.0000	888.0000
148.5000	891.0000
149.0000	894.0000
149.5000	897.0000
150.0000	900.0000
150.5000	903.0000
151.0000	906.0000
151.5000	909.0000
152.0000	912.0000
152.5000	915.0000
153.0000	918.0000
153.5000	921.0000
154.0000	924.0000
154.5000	927.0000
155.0000	930.0000
155.5000	933.0000
156.0000	936.0000
156.5000	939.0000
157.0000	942.0000
157.5000	945.0000
158.0000	948.0000
158.5000	951.0000
159.0000	954.0000
159.5000	957.0000
160.0000	960.0000
160.5000	963.0000
161.0000	966.0000
161.5000	969.0000
162.0000	972.0000
162.5000	975.0000
163.0000	978.0000
163.5000	981.0000
164.0000	984.0000
164.5000	987.0000
165.0000	990.0000
165.5000	993.0000
166.0000	996.0000
166.5000	999.0000
167.0000	1002.0000
167.5000	1005.0000
168.0000	1008.0000
168.5000	1011.0000
169.0000	1014.0000
169.5000	1017.0000
170.0000	1020.0000
170.5000	1023.0000
171.0000	1026.0000
171.5000	1029.0000
172.0000	1032.0000
172.5000	1035.0000
173.0000	1038.0000
173.5000	1041.0000
174.0000	1044.0000
174.5000	1047.0000
175.0000	1050.0000
175.5000	1053.0000
176.0000	1056.0000
176.5000	1059.0000
177.0000	1062.0000
177.5000	1065.0000
178.0000	1068.0000
178.5000	1071.0000
179.0000	1074.0000
179.5000	1077.0000
180.0000	1080.0000
180.5000	1083.0000
181.0000	1086.0000
181.5000	1089.0000
182.0000	1092.0000
182.5000	1095.0000
183.0000	1098.0000
183.5000	1101.0000
184.0000	1104.0000
184.5000	1107.0000
185.0000	1110.0000
185.5000	1113.0000
186.0000	1116.0000
186.5000	1119.0000
187.0000	1122.0000
187.5000	1125.0000
188.0000	1128.0000
188.5000	1131.0000
189.0000	1134.0000
189.5000	1137.0000
190.0000	1140.0000
190.5000	1143.0000
191.0000	1146.0000
191.5000	1149.0000
192.0000	1152.0000
192.5000	1155.0000
193.0000	1158.0000
193.5000	1161.0000
194.0000	1164.0000
194.5000	1167.0000
195.0000	1170.0000
195.5000	1173.0000
196.0000	1176.0000
196.5000	1179.0000
197.0000	1182.0000
197.5000	1185.0000
198.0000	1188.0000
198.5000	1191.0000
199.0000	1194.0000
199.5000	1197.0000
200.0000	1200.0000
