Time	Data
47.5000	4659.0000
48.0000	4756.0000
48.5000	4854.0000
49.0000	4953.0000
49.5000	5053.0000
50.0000	5154.0000
50.5000	5256.0000
51.0000	5359.0000
51.5000	5463.0000
52.0000	5568.0000
52.5000	5674.0000
53.0000	5781.0000
53.5000	5889.0000
54.0000	5998.0000
54.5000	6108.0000
55.0000	6219.0000
55.5000	6331.0000
56.0000	6444.0000
56.5000	6558.0000
57.0000	6673.0000
57.5000	6789.0000
58.0000	6906.0000
58.5000	7024.0000
59.0000	7143.0000
59.5000	7263.0000
60.0000	7384.0000
60.5000	7506.0000
61.0000	7629.0000
61.5000	7753.0000
62.0000	7878.0000
62.5000	8004.0000
63.0000	8131.0000
63.5000	8259.0000
64.0000	8388.0000
64.5000	8518.0000
65.0000	8649.0000
65.5000	8781.0000
66.0000	8914.0000
66.5000	9048.0000
67.0000	9183.0000
67.5000	9319.0000
68.0000	9456.0000
68.5000	9594.0000
69.0000	9733.0000
69.5000	9873.0000
70.0000	10014.0000
70.5000	10156.0000
71.0000	10299.0000
71.5000	10443.0000
72.0000	10588.0000
72.5000	10734.0000
73.0000	10881.0000
73.5000	11029.0000
74.0000	11178.0000
74.5000	11328.0000
75.0000	11479.0000
75.5000	11631.0000
76.0000	11784.0000
76.5000	11938.0000
77.0000	12093.0000
77.5000	12249.0000
78.0000	12406.0000
78.5000	12564.0000
79.0000	12723.0000
79.5000	12883.0000
80.0000	13044.0000
80.5000	13206.0000
81.0000	13369.0000
81.5000	13533.0000
82.0000	13698.0000
82.5000	13864.0000
83.0000	14031.0000
83.5000	14199.0000
84.0000	14368.0000
84.5000	14538.0000
85.0000	14709.0000
85.5000	14881.0000
86.0000	15054.0000
86.5000	15228.0000
87.0000	15403.0000
87.5000	15579.0000
88.0000	15756.0000
88.5000	15934.0000
89.0000	16113.0000
89.5000	16293.0000
90.0000	16474.0000
90.5000	16656.0000
91.0000	16839.0000
91.5000	17023.0000
92.0000	17208.0000
92.5000	17394.0000
93.0000	17581.0000
93.5000	17769.0000
94.0000	17958.0000
94.5000	18148.0000
95.0000	18339.0000
95.5000	18531.0000
96.0000	18724.0000
96.5000	18918.0000
97.0000	19113.0000
97.5000	19309.0000
98.0000	19506.0000
98.5000	19704.0000
99.0000	19903.0000
99.5000	20103.0000
100.0000	20304.0000
100.5000	20506.0000
101.0000	20709.0000
101.5000	20913.0000
102.0000	21118.0000
102.5000	21324.0000
103.0000	21531.0000
103.5000	21739.0000
104.0000	21948.0000
104.5000	22158.0000
105.0000	22369.0000
105.5000	22581.0000
106.0000	22794.0000
106.5000	23008.0000
107.0000	23223.0000
107.5000	23439.0000
108.0000	23656.0000
108.5000	23874.0000
109.0000	24093.0000
109.5000	24313.0000
110.0000	24534.0000
110.5000	24756.0000
111.0000	24979.0000
111.5000	25203.0000
112.0000	25428.0000
112.5000	25654.0000
113.0000	25881.0000
113.5000	26109.0000
114.0000	26338.0000
114.5000	26568.0000
115.0000	26799.0000
115.5000	27031.0000
116.0000	27264.0000
116.5000	27498.0000
117.0000	27733.0000
117.5000	27969.0000
118.0000	28206.0000
118.5000	28444.0000
119.0000	28683.0000
119.5000	28923.0000
120.0000	29164.0000
120.5000	29406.0000
121.0000	29649.0000
121.5000	29893.0000
122.0000	30138.0000
122.5000	30384.0000
123.0000	30631.0000
123.5000	30879.0000
124.0000	31128.0000
124.5000	31378.0000
125.0000	31629.0000
125.5000	31881.0000
126.0000	32134.0000
126.5000	32388.0000
127.0000	32643.0000
127.5000	32899.0000
128.0000	33156.0000
128.5000	33414.0000
129.0000	33673.0000
129.5000	33933.0000
130.0000	34194.0000
130.5000	34456.0000
131.0000	34719.0000
131.5000	34983.0000
132.0000	35248.0000
132.5000	35514.0000
133.0000	35781.0000
133.5000	36049.0000
134.0000	36318.0000
134.5000	36588.0000
135.0000	36859.0000
135.5000	37131.0000
136.0000	37404.0000
136.5000	37678.0000
137.0000	37953.0000
137.5000	38229.0000
138.0000	38506.0000
138.5000	38784.0000
139.0000	39063.0000
139.5000	39343.0000
140.0000	39624.0000
140.5000	39906.0000
141.0000	40189.0000
141.5000	40473.0000
142.0000	40758.0000
142.5000	41044.0000
143.0000	41331.0000
143.5000	41619.0000
144.0000	41908.0000
144.5000	42198.0000
145.0000	42489.0000
145.5000	42781.0000
146.0000	43074.0000
146.5000	43368.0000
147.0000	43663.0000
147.5000	43959.0000
148.0000	44256.0000
148.5000	44554.0000
149.0000	44853.0000
149.5000	45153.0000
150.0000	45454.0000
150.5000	45756.0000
151.0000	46059.0000
151.5000	46363.0000
152.0000	46668.0000
152.5000	46974.0000
153.0000	47281.0000
153.5000	47589.0000
154.0000	47898.0000
154.5000	48208.0000
155.0000	48519.0000
155.5000	48831.0000
156.0000	49144.0000
156.5000	49458.0000
157.0000	49773.0000
157.5000	50089.0000
158.0000	50406.0000
158.5000	50724.0000
159.0000	51043.0000
159.5000	51363.0000
160.0000	51684.0000
160.5000	52006.0000
161.0000	52329.0000
161.5000	52653.0000
162.0000	52978.0000
162.5000	53304.0000
163.0000	53631.0000
163.5000	53959.0000
164.0000	54288.0000
164.5000	54618.0000
165.0000	54949.0000
165.5000	55281.0000
166.0000	55614.0000
166.5000	55948.0000
167.0000	56283.0000
167.5000	56619.0000
168.0000	56956.0000
168.5000	57294.0000
169.0000	57633.0000
169.5000	57973.0000
170.0000	58314.0000
170.5000	58656.0000
171.0000	58999.0000
171.5000	59343.0000
172.0000	59688.0000
172.5000	60034.0000
173.0000	60381.0000
173.5000	60729.0000
174.0000	61078.0000
174.5000	61428.0000
175.0000	61779.0000
175.5000	62131.0000
176.0000	62484.0000
176.5000	62838.0000
177.0000	63193.0000
177.5000	63549.0000
178.0000	63906.0000
178.5000	64264.0000
179.0000	64623.0000
179.5000	64983.0000
180.0000	65344.0000
180.5000	65706.0000
181.0000	66069.0000
181.5000	66433.0000
182.0000	66798.0000
182.5000	67164.0000
183.0000	67531.0000
183.5000	67899.0000
184.0000	68268.0000
184.5000	68638.0000
185.0000	69009.0000
185.5000	69381.0000
186.0000	69754.0000
186.5000	70128.0000
187.0000	70503.0000
187.5000	70879.0000
188.0000	71256.0000
188.5000	71634.0000
189.0000	72013.0000
189.5000	72393.0000
190.0000	72774.0000
190.5000	73156.0000
191.0000	73539.0000
191.5000	73923.0000
192.0000	74308.0000
192.5000	74694.0000
193.0000	75081.0000
193.5000	75469.0000
194.0000	75858.0000
194.5000	76248.0000
195.0000	76639.0000
195.5000	77031.0000
196.0000	77424.0000
196.5000	77818.0000
197.0000	78213.0000
197.5000	78609.0000
198.0000	79006.0000
198.5000	79404.0000
199.0000	79803.0000
199.5000	80203.0000
200.0000	80604.0000
