Time	Data
97.5000	0.1111
98.0000	0.6999
98.5000	2.0175
99.0000	25.0925
99.5000	1.6689
100.0000	0.5872
100.5000	0.0310
101.0000	0.5068
101.5000	1.4562
102.0000	9.7930
102.5000	2.3769
103.0000	0.7964
103.5000	0.1743
104.0000	0.3397
104.5000	1.0878
105.0000	4.0278
105.5000	3.8105
106.0000	1.0592
106.5000	0.3249
107.0000	0.1880
107.5000	0.8184
108.0000	2.4682
108.5000	8.6532
109.0000	1.4155
109.5000	0.4902
110.0000	0.0443
110.5000	0.6052
111.0000	1.7203
111.5000	37.6713
112.0000	1.9519
112.5000	0.6802
113.0000	0.0976
113.5000	0.4259
114.0000	1.2671
114.5000	5.8916
115.0000	2.9018
115.5000	0.9111
116.0000	0.2436
116.5000	0.2672
117.0000	0.9525
117.5000	3.1248
118.0000	5.1920
118.5000	1.2109
119.0000	0.4000
119.5000	0.1201
120.0000	0.7131
120.5000	2.0632
121.0000	20.5249
121.5000	1.6359
122.0000	0.5754
122.5000	0.0221
123.0000	0.5179
123.5000	1.4842
124.0000	10.7321
124.5000	2.3192
125.0000	0.7821
125.5000	0.1652
126.0000	0.3496
126.5000	1.1073
127.0000	4.1859
127.5000	3.6776
128.0000	1.0406
128.5000	0.3152
129.0000	0.1972
129.5000	0.8333
130.0000	2.5323
130.5000	8.0294
131.0000	1.3892
131.5000	0.4792
132.0000	0.0532
132.5000	0.6174
133.0000	1.7559
133.5000	56.5303
134.0000	1.9100
134.5000	0.6674
135.0000	0.0887
135.5000	0.4364
136.0000	1.2904
136.5000	6.2251
137.0000	2.8205
137.5000	0.8951
138.0000	0.2342
138.5000	0.2767
139.0000	0.9695
139.5000	3.2228
140.0000	4.9554
140.5000	1.1893
141.0000	0.3898
141.5000	0.1290
142.0000	0.7266
142.5000	2.1106
143.0000	17.3618
143.5000	1.6038
144.0000	0.5636
144.5000	0.0133
145.0000	0.5292
145.5000	1.5129
146.0000	11.8685
146.5000	2.2639
147.0000	0.7679
147.5000	0.1561
148.0000	0.3595
148.5000	1.1272
149.0000	4.3561
149.5000	3.5531
150.0000	1.0223
150.5000	0.3054
151.0000	0.2064
151.5000	0.8484
152.0000	2.5995
152.5000	7.4883
153.0000	1.3636
153.5000	0.4684
154.0000	0.0620
154.5000	0.6297
155.0000	1.7927
155.5000	113.1659
156.0000	1.8696
156.5000	0.6546
157.0000	0.0798
157.5000	0.4470
158.0000	1.3143
158.5000	6.5974
159.0000	2.7432
159.5000	0.8792
160.0000	0.2249
160.5000	0.2862
161.0000	0.9868
161.5000	3.3265
162.0000	4.7387
162.5000	1.1682
163.0000	0.3796
163.5000	0.1380
164.0000	0.7402
164.5000	2.1598
165.0000	15.0414
165.5000	1.5726
166.0000	0.5520
166.5000	0.0044
167.0000	0.5406
167.5000	1.5424
168.0000	13.2716
168.5000	2.2108
169.0000	0.7539
169.5000	0.1470
170.0000	0.3696
170.5000	1.1476
171.0000	4.5401
171.5000	3.4362
172.0000	1.0044
172.5000	0.2958
173.0000	0.2157
173.5000	0.8637
174.0000	2.6697
174.5000	7.0145
175.0000	1.3386
175.5000	0.4576
176.0000	0.0709
176.5000	0.6421
177.0000	1.8306
177.5000	66347.4176
178.0000	1.8304
178.5000	0.6421
179.0000	0.0709
179.5000	0.4577
180.0000	1.3387
180.5000	7.0160
181.0000	2.6695
181.5000	0.8637
182.0000	0.2156
182.5000	0.2958
183.0000	1.0045
183.5000	3.4365
184.0000	4.5394
184.5000	1.1475
185.0000	0.3695
185.5000	0.1471
186.0000	0.7540
186.5000	2.2109
187.0000	13.2662
187.5000	1.5423
188.0000	0.5406
188.5000	0.0044
189.0000	0.5521
189.5000	1.5727
190.0000	15.0482
190.5000	2.1596
191.0000	0.7401
191.5000	0.1380
192.0000	0.3797
192.5000	1.1683
193.0000	4.7394
193.5000	3.3261
194.0000	0.9868
194.5000	0.2862
195.0000	0.2249
195.5000	0.8793
196.0000	2.7434
196.5000	6.5961
197.0000	1.3142
197.5000	0.4470
198.0000	0.0798
198.5000	0.6547
199.0000	1.8697
199.5000	112.7812
200.0000	1.7925
